,elmo,use,stf,glove,fasttext
elmo,1.0,0.6603904681688779,0.6402321895727509,0.7284889636484284,0.5115694864598105
use,0.6603904681688779,1.0,0.6161709309785525,0.5257126004114484,0.3246722931711535
stf,0.6402321895727509,0.6161709309785525,1.0,0.4542998628921027,0.2612799648733956
glove,0.7284889636484284,0.5257126004114484,0.4542998628921027,1.0,0.7610605414567266
fasttext,0.5115694864598105,0.3246722931711535,0.2612799648733956,0.7610605414567266,1.0
