,elmo,use,stf,glove,fasttext
elmo,1.0,0.6828760749076026,0.6657382884081805,0.7843105437693952,0.531965781763232
use,0.6828760749076026,1.0,0.5960365088992075,0.5763385160585106,0.40075454837267965
stf,0.6657382884081805,0.5960365088992075,1.0,0.5190326047019556,0.28853345093500504
glove,0.7843105437693952,0.5763385160585106,0.5190326047019556,1.0,0.7573854029517472
fasttext,0.531965781763232,0.40075454837267965,0.28853345093500504,0.7573854029517472,1.0
