,elmo,use,stf,glove,fasttext
elmo,1.0,0.7408870781680085,0.6296271422155612,0.696073741582297,0.5038191126908029
use,0.7408870781680085,1.0,0.6490472459291923,0.5581699583570735,0.36065599072440285
stf,0.6296271422155612,0.6490472459291923,1.0,0.44352487174883176,0.2812359909359647
glove,0.696073741582297,0.5581699583570735,0.44352487174883176,1.0,0.7833784409329015
fasttext,0.5038191126908029,0.36065599072440285,0.2812359909359647,0.7833784409329015,1.0
