,elmo,use,stf,glove,fasttext
elmo,1.0,0.6978557495179426,0.6465129509441584,0.7340581175531915,0.5655946931784253
use,0.6978557495179426,1.0,0.6114147547946287,0.5527826855755127,0.40271054676510376
stf,0.6465129509441584,0.6114147547946287,1.0,0.515617463447702,0.3167078600703089
glove,0.7340581175531915,0.5527826855755127,0.515617463447702,1.0,0.7962446286806047
fasttext,0.5655946931784253,0.40271054676510376,0.3167078600703089,0.7962446286806047,1.0
