,elmo,use,stf,glove,fasttext
elmo,1.0,0.6864277898405476,0.7207110072816872,0.7465712640653676,0.4392421966202004
use,0.6864277898405476,1.0,0.574600530294913,0.5598974590731565,0.3588568603599106
stf,0.7207110072816872,0.574600530294913,1.0,0.5500938805454054,0.302714306955639
glove,0.7465712640653676,0.5598974590731565,0.5500938805454054,1.0,0.7505512053894763
fasttext,0.4392421966202004,0.3588568603599106,0.302714306955639,0.7505512053894763,1.0
