,elmo,use,stf,glove,fasttext
elmo,1.0,0.7206019392879554,0.6427791552127967,0.7871299639963314,0.5509280660220394
use,0.7206019392879554,1.0,0.6372275792462028,0.6235636059062022,0.40971356999591996
stf,0.6427791552127967,0.6372275792462028,1.0,0.5577778548412755,0.3228426094423803
glove,0.7871299639963314,0.6235636059062022,0.5577778548412755,1.0,0.7463493712872025
fasttext,0.5509280660220394,0.40971356999591996,0.3228426094423803,0.7463493712872025,1.0
