,elmo,use,stf,glove,fasttext
elmo,1.0,0.7223353163412775,0.6813817081089065,0.6757776213126852,0.517373877089066
use,0.7223353163412775,1.0,0.5985034785119119,0.49337231458266917,0.36418962515088565
stf,0.6813817081089065,0.5985034785119119,1.0,0.44346074455336143,0.2778824410425504
glove,0.6757776213126852,0.49337231458266917,0.44346074455336143,1.0,0.7927925908378101
fasttext,0.517373877089066,0.36418962515088565,0.2778824410425504,0.7927925908378101,1.0
