,elmo,use,stf,glove,fasttext
elmo,1.0,0.736218915581039,0.7114409495549004,0.7318898830578173,0.5524948734238537
use,0.736218915581039,1.0,0.6790477411844134,0.522837592485785,0.35505070567511715
stf,0.7114409495549004,0.6790477411844134,1.0,0.5023286307603526,0.3468314779684499
glove,0.7318898830578173,0.522837592485785,0.5023286307603526,1.0,0.7970662421079581
fasttext,0.5524948734238537,0.35505070567511715,0.3468314779684499,0.7970662421079581,1.0
