,elmo,use,stf,glove,fasttext
elmo,1.0,0.710535460034622,0.6976037192459226,0.7881752129217169,0.49528272748842855
use,0.710535460034622,1.0,0.6479160782012718,0.5657415806053258,0.3033787943103731
stf,0.6976037192459226,0.6479160782012718,1.0,0.5577428252941461,0.3282916736006973
glove,0.7881752129217169,0.5657415806053258,0.5577428252941461,1.0,0.7338937943299212
fasttext,0.49528272748842855,0.3033787943103731,0.3282916736006973,0.7338937943299212,1.0
