,elmo,use,stf,glove,fasttext
elmo,1.0,0.6654696067313843,0.649668989294294,0.7479657118312011,0.5389600953973781
use,0.6654696067313843,1.0,0.5844969956795939,0.49078200069162825,0.3289086260626183
stf,0.649668989294294,0.5844969956795939,1.0,0.49457563185683767,0.32443249941939367
glove,0.7479657118312011,0.49078200069162825,0.49457563185683767,1.0,0.7871777392075097
fasttext,0.5389600953973781,0.3289086260626183,0.32443249941939367,0.7871777392075097,1.0
