,elmo,use,stf,glove,fasttext
elmo,1.0,0.7684487852707041,0.6804622265029232,0.8004744071543706,0.560695188122992
use,0.7684487852707041,1.0,0.6390232508309693,0.6560123451604092,0.4276324040454824
stf,0.6804622265029232,0.6390232508309693,1.0,0.5589621733798684,0.3608927465701547
glove,0.8004744071543706,0.6560123451604092,0.5589621733798684,1.0,0.7743176559442255
fasttext,0.560695188122992,0.4276324040454824,0.3608927465701547,0.7743176559442255,1.0
