,elmo,use,stf,glove,fasttext
elmo,1.0,0.6551067600220633,0.6454392156597628,0.7272590083588564,0.5078063199669035
use,0.6551067600220633,1.0,0.5540407808751194,0.4882344601028019,0.3494790592866205
stf,0.6454392156597628,0.5540407808751194,1.0,0.4691633691848759,0.2684455793421439
glove,0.7272590083588564,0.4882344601028019,0.4691633691848759,1.0,0.7740874299784304
fasttext,0.5078063199669035,0.3494790592866205,0.2684455793421439,0.7740874299784304,1.0
